areaCode,areaName,areaType,date,cumCasesByPublishDate,cumPeopleVaccinatedFirstDoseByPublishDate,cumReinfectionsBySpecimenDateRate,cumTestsByPublishDate,cumVirusTestsByPublishDate
K02000001,United Kingdom,overview,2022-06-05,,53505425,,,
K02000001,United Kingdom,overview,2022-06-04,,53502797,,,
K02000001,United Kingdom,overview,2022-06-03,,53497176,,,
K02000001,United Kingdom,overview,2022-06-02,,53496143,,,
K02000001,United Kingdom,overview,2022-06-01,,53493877,,,
K02000001,United Kingdom,overview,2022-05-31,,53486907,,,
K02000001,United Kingdom,overview,2022-05-30,,53479257,,,
K02000001,United Kingdom,overview,2022-05-29,,53472488,,,
K02000001,United Kingdom,overview,2022-05-28,,53466470,,,
K02000001,United Kingdom,overview,2022-05-27,,53453902,,,
K02000001,United Kingdom,overview,2022-05-26,,53448710,,,
K02000001,United Kingdom,overview,2022-05-25,,53445102,,,
K02000001,United Kingdom,overview,2022-05-24,,53444716,,,
K02000001,United Kingdom,overview,2022-05-23,,53439970,,,
K02000001,United Kingdom,overview,2022-05-22,,53436647,,,
K02000001,United Kingdom,overview,2022-05-21,,53430128,,,
K02000001,United Kingdom,overview,2022-05-20,22238713,53413952,,,
K02000001,United Kingdom,overview,2022-05-19,22232377,53407449,1772.0,523004361,514605757
K02000001,United Kingdom,overview,2022-05-18,22220178,53398518,1770.2,522745542,514348647
K02000001,United Kingdom,overview,2022-05-17,22212395,53393153,1768.3,522511312,514116031
K02000001,United Kingdom,overview,2022-05-16,22203799,53387722,1766.2,522056356,513661886
K02000001,United Kingdom,overview,2022-05-15,22181462,53382948,1763.7,521749017,513355388
K02000001,United Kingdom,overview,2022-05-14,22181289,53372858,1761.8,521578327,513185360
K02000001,United Kingdom,overview,2022-05-13,22180207,53352396,1760.4,521412322,513019535
K02000001,United Kingdom,overview,2022-05-12,22173620,53344883,1758.8,521112763,512720955
K02000001,United Kingdom,overview,2022-05-11,22158820,53337395,1757.1,520833251,512442707
K02000001,United Kingdom,overview,2022-05-10,22150700,53330594,1754.9,520577785,512189858
K02000001,United Kingdom,overview,2022-05-09,22140287,53323370,1752.5,520260387,511874306
K02000001,United Kingdom,overview,2022-05-08,22114034,53317460,1749.9,519931477,511546063
K02000001,United Kingdom,overview,2022-05-07,22114034,53306798,1747.7,519743495,511358241
K02000001,United Kingdom,overview,2022-05-06,22114034,53282338,1746.1,519555322,511170340
K02000001,United Kingdom,overview,2022-05-05,22102983,53272750,1744.1,519277040,510893691
K02000001,United Kingdom,overview,2022-05-04,22090523,53264512,1741.7,518965114,510584503
K02000001,United Kingdom,overview,2022-05-03,22073858,53255432,1739.0,518665511,510287211
K02000001,United Kingdom,overview,2022-05-02,22038340,53247845,1735.8,518308135,509952985
K02000001,United Kingdom,overview,2022-05-01,22038340,53242209,1733.0,518051364,509696350
K02000001,United Kingdom,overview,2022-04-30,22038340,53230188,1731.2,517854849,509500003
K02000001,United Kingdom,overview,2022-04-29,22038340,53202723,1729.5,517650339,509296743
K02000001,United Kingdom,overview,2022-04-28,22025925,53191232,1727.4,517353077,509001604
K02000001,United Kingdom,overview,2022-04-27,22011920,53180153,1724.9,516995770,508646990
K02000001,United Kingdom,overview,2022-04-26,21994809,53170544,1722.1,516665927,508320214
K02000001,United Kingdom,overview,2022-04-25,21978198,53161003,1718.9,516258347,507971884
K02000001,United Kingdom,overview,2022-04-24,21933206,53152044,1715.0,515850154,507567827
K02000001,United Kingdom,overview,2022-04-23,21933206,53136420,1712.0,515605142,507322979
K02000001,United Kingdom,overview,2022-04-22,21933206,53104502,1709.6,515354593,507072685
K02000001,United Kingdom,overview,2022-04-21,21913483,53088681,1706.5,515004835,506725881
K02000001,United Kingdom,overview,2022-04-20,21890037,53071451,1702.8,514600471,506324804
K02000001,United Kingdom,overview,2022-04-19,21863944,53057035,1698.7,514216795,505944243
K02000001,United Kingdom,overview,2022-04-18,21747638,53041898,1693.4,513765456,505525976
K02000001,United Kingdom,overview,2022-04-17,21747638,53035858,1688.6,513401706,505162477
K02000001,United Kingdom,overview,2022-04-16,21747638,53031035,1685.1,513140676,504901805
K02000001,United Kingdom,overview,2022-04-15,21747638,53012870,1682.0,512882510,504643991
K02000001,United Kingdom,overview,2022-04-14,21747638,53001426,1678.4,512580923,504342817
K02000001,United Kingdom,overview,2022-04-13,21715116,52978585,1673.9,512163743,503928862
K02000001,United Kingdom,overview,2022-04-12,21679280,52959181,1668.6,511722118,503490002
K02000001,United Kingdom,overview,2022-04-11,21640901,52941680,1662.7,511278513,503049025
K02000001,United Kingdom,overview,2022-04-10,21549830,52925734,1656.0,510775158,502548014
K02000001,United Kingdom,overview,2022-04-09,21549830,52910458,1651.0,510448761,502221922
K02000001,United Kingdom,overview,2022-04-08,21549830,52885279,1646.4,510102005,501875620
K02000001,United Kingdom,overview,2022-04-07,21508546,52873079,1640.9,509627125,501403734
K02000001,United Kingdom,overview,2022-04-06,21461556,52861739,1634.1,509094199,500864142
K02000001,United Kingdom,overview,2022-04-05,21410305,52849370,1626.3,508510604,500295326
K02000001,United Kingdom,overview,2022-04-04,21359681,52837997,1617.9,507902196,499721291
K02000001,United Kingdom,overview,2022-04-03,21216874,52826860,1608.5,507284989,499105770
K02000001,United Kingdom,overview,2022-04-02,21216874,52819360,1601.6,506829301,498650315
K02000001,United Kingdom,overview,2022-04-01,21216874,52808470,1595.7,506391000,498212588
K02000001,United Kingdom,overview,2022-03-31,21147425,52803478,1587.9,505745305,497568904
K02000001,United Kingdom,overview,2022-03-30,21073009,52798443,1578.7,505034488,496861446
K02000001,United Kingdom,overview,2022-03-29,20986171,52792930,1565.7,504271332,496102957
K02000001,United Kingdom,overview,2022-03-28,20905515,52788065,1551.6,503450392,495326787
K02000001,United Kingdom,overview,2022-03-27,20691123,52783242,1534.6,502659493,494537059
K02000001,United Kingdom,overview,2022-03-26,20691123,52775615,1523.1,502062911,493940942
K02000001,United Kingdom,overview,2022-03-25,20691123,52764899,1513.4,501497888,493376904
K02000001,United Kingdom,overview,2022-03-24,20613817,52759213,1501.5,500743859,492626505
K02000001,United Kingdom,overview,2022-03-23,20515998,52754119,1487.6,499914588,491801216
K02000001,United Kingdom,overview,2022-03-22,20413731,52756382,1471.6,499052785,490942594
K02000001,United Kingdom,overview,2022-03-21,20319434,52751751,1454.7,498172678,490095083
K02000001,United Kingdom,overview,2022-03-20,20093762,52747246,1435.5,497303169,489226911
K02000001,United Kingdom,overview,2022-03-19,20093762,52740240,1422.3,496693504,488617775
K02000001,United Kingdom,overview,2022-03-18,20093762,52730003,1412.1,496092500,488018786
K02000001,United Kingdom,overview,2022-03-17,20001627,52725660,1400.3,495304892,487235139
K02000001,United Kingdom,overview,2022-03-16,19911155,52721459,1387.0,494442488,486379335
K02000001,United Kingdom,overview,2022-03-15,19820181,52717450,1372.3,493557578,485502164
K02000001,United Kingdom,overview,2022-03-14,19700952,52713188,1357.4,492666384,484653726
K02000001,United Kingdom,overview,2022-03-13,19530485,52708425,1341.1,491826648,483817024
K02000001,United Kingdom,overview,2022-03-12,19530485,52704574,1329.3,491218452,483209497
K02000001,United Kingdom,overview,2022-03-11,19530485,52696527,1320.2,490648384,482641943
K02000001,United Kingdom,overview,2022-03-10,19457976,52692089,1310.2,489909822,481907612
K02000001,United Kingdom,overview,2022-03-09,19373884,52687324,1299.4,489116841,481118480
K02000001,United Kingdom,overview,2022-03-08,19307014,52682128,1288.3,488331255,480339108
K02000001,United Kingdom,overview,2022-03-07,19245301,52677564,1277.6,487547668,479590328
K02000001,United Kingdom,overview,2022-03-06,19119181,52672968,1266.6,486771809,478818007
K02000001,United Kingdom,overview,2022-03-05,19119181,52668909,1259.4,486242109,478288790
K02000001,United Kingdom,overview,2022-03-04,19119181,52660741,1254.1,485736856,477786121
K02000001,United Kingdom,overview,2022-03-03,19074696,52654053,1248.1,485065522,477118994
K02000001,United Kingdom,overview,2022-03-02,19029321,52647706,1241.8,484271455,476330191
K02000001,United Kingdom,overview,2022-03-01,18985568,52640258,1235.0,483531510,475595940
K02000001,United Kingdom,overview,2022-02-28,18886701,52634448,1228.7,482805930,474909067
K02000001,United Kingdom,overview,2022-02-27,18804765,52628660,1222.3,482047986,474152327
K02000001,United Kingdom,overview,2022-02-26,18804765,52623819,1218.1,481512594,473617162
K02000001,United Kingdom,overview,2022-02-25,18804765,52614348,1214.9,481020476,473128066
K02000001,United Kingdom,overview,2022-02-24,18773164,52606239,1211.1,480370538,472483638
K02000001,United Kingdom,overview,2022-02-23,18734683,52598276,1206.8,479585592,471703270
K02000001,United Kingdom,overview,2022-02-22,18695448,52589291,1201.7,478788460,470912521
K02000001,United Kingdom,overview,2022-02-21,18654572,52581000,1196.0,478006868,470138540
K02000001,United Kingdom,overview,2022-02-20,18616433,52573589,1189.6,477111496,469246563
K02000001,United Kingdom,overview,2022-02-19,18585423,52568119,1184.6,476367388,468506011
K02000001,United Kingdom,overview,2022-02-18,18546205,52557346,1180.1,475759159,467899670
K02000001,United Kingdom,overview,2022-02-17,18499058,52551460,1175.6,475006823,467154594
K02000001,United Kingdom,overview,2022-02-16,18447706,52542206,1169.2,474017352,466172278
K02000001,United Kingdom,overview,2022-02-15,18393951,52531292,1162.0,472991060,465152203
K02000001,United Kingdom,overview,2022-02-14,18348029,52522201,1154.6,472031203,464202346
K02000001,United Kingdom,overview,2022-02-13,18306704,52514094,1146.9,471058590,463231369
K02000001,United Kingdom,overview,2022-02-12,18265918,52506600,1141.2,470229402,462403065
K02000001,United Kingdom,overview,2022-02-11,18220515,52491419,1136.3,469465023,461644969
K02000001,United Kingdom,overview,2022-02-10,18162199,52480344,1130.3,468481112,460666112
K02000001,United Kingdom,overview,2022-02-09,18000119,52468730,1122.6,467339805,459539539
K02000001,United Kingdom,overview,2022-02-08,17932803,52458207,1113.2,464021331,458312256
K02000001,United Kingdom,overview,2022-02-07,17866632,52447403,1102.9,462875310,457168642
K02000001,United Kingdom,overview,2022-02-06,17809459,52437297,1091.3,461587520,455933200
K02000001,United Kingdom,overview,2022-02-05,17752892,52428976,1082.5,460522871,454869018
K02000001,United Kingdom,overview,2022-02-04,17689885,52414182,1075.4,459628341,453975063
K02000001,United Kingdom,overview,2022-02-03,17607832,52399031,1066.6,458495884,452845767
K02000001,United Kingdom,overview,2022-02-02,17519708,52385688,1055.4,457150578,451503903
K02000001,United Kingdom,overview,2022-02-01,17428345,52373222,1042.5,455743684,450100099
K02000001,United Kingdom,overview,2022-01-31,17315893,52360487,1028.2,454478363,448837204
K02000001,United Kingdom,overview,2022-01-30,16478467,52345158,1012.2,453103828,447464621
K02000001,United Kingdom,overview,2022-01-29,16409459,52333474,999.4,451863725,446224899
K02000001,United Kingdom,overview,2022-01-28,16333980,52314528,989.5,450884589,445246327
K02000001,United Kingdom,overview,2022-01-27,16245474,52297579,977.7,449591133,444013809
K02000001,United Kingdom,overview,2022-01-26,16149319,52281873,963.8,448195530,442622213
K02000001,United Kingdom,overview,2022-01-25,16047716,52266515,947.8,446678099,441106298
K02000001,United Kingdom,overview,2022-01-24,15953685,52252579,931.1,445320093,439751984
K02000001,United Kingdom,overview,2022-01-23,15866316,52236574,912.2,443851257,438285453
K02000001,United Kingdom,overview,2022-01-22,15787937,52224308,897.7,442554913,436989552
K02000001,United Kingdom,overview,2022-01-21,15709059,52203930,887.0,441457617,435892918
K02000001,United Kingdom,overview,2022-01-20,15613283,52186398,874.5,440162425,434599554
K02000001,United Kingdom,overview,2022-01-19,15506750,52168592,860.6,438671516,433112073
K02000001,United Kingdom,overview,2022-01-18,15399300,52151643,845.0,437056598,431500707
K02000001,United Kingdom,overview,2022-01-17,15305410,52133611,828.2,435603681,430094827
K02000001,United Kingdom,overview,2022-01-16,15221366,52117863,809.5,434102531,428596485
K02000001,United Kingdom,overview,2022-01-15,15147099,52100163,796.2,432745047,427239440
K02000001,United Kingdom,overview,2022-01-14,15066395,52072754,786.3,431616373,426111374
K02000001,United Kingdom,overview,2022-01-13,14967817,52051876,774.8,430278990,424777727
K02000001,United Kingdom,overview,2022-01-12,14862138,52031355,761.6,428735668,423238676
K02000001,United Kingdom,overview,2022-01-11,14732594,52011835,747.1,427066281,421572577
K02000001,United Kingdom,overview,2022-01-10,14617314,51992559,731.0,425534718,420044529
K02000001,United Kingdom,overview,2022-01-09,14475192,51974605,712.4,423704813,418262366
K02000001,United Kingdom,overview,2022-01-08,14333794,51952400,699.2,421998975,416557034
K02000001,United Kingdom,overview,2022-01-07,14193228,51920711,686.4,420609308,415169757
K02000001,United Kingdom,overview,2022-01-06,14015065,51897289,668.9,418837156,413401519
K02000001,United Kingdom,overview,2022-01-05,13835334,51874548,642.1,416766097,411333198
K02000001,United Kingdom,overview,2022-01-04,13641520,51845518,608.1,414532832,409105238
K02000001,United Kingdom,overview,2022-01-03,13422815,51820652,565.9,412315619,406947110
K02000001,United Kingdom,overview,2022-01-02,13266431,51801494,530.8,410520532,405152510
K02000001,United Kingdom,overview,2022-01-01,13117469,51789045,504.4,409102602,403735149
K02000001,United Kingdom,overview,2021-12-31,12937886,51786768,488.6,407981020,402614146
K02000001,United Kingdom,overview,2021-12-30,12748050,51771384,462.9,406169402,400805749
K02000001,United Kingdom,overview,2021-12-29,12559926,51738013,430.2,404519256,399159125
K02000001,United Kingdom,overview,2021-12-28,12377822,51705406,394.5,402932171,397575348
K02000001,United Kingdom,overview,2021-12-27,12239797,51681547,367.1,401376024,396019658
K02000001,United Kingdom,overview,2021-12-26,12132098,51663356,343.2,399986274,394630524
K02000001,United Kingdom,overview,2021-12-25,12013153,51661421,329.8,398631199,393275833
K02000001,United Kingdom,overview,2021-12-24,11891292,51660466,322.2,397423002,392068045
K02000001,United Kingdom,overview,2021-12-23,11769921,51649696,305.7,395749681,390396129
K02000001,United Kingdom,overview,2021-12-22,11647473,51617091,285.5,393990015,388639571
K02000001,United Kingdom,overview,2021-12-21,11542143,51577782,265.3,392249465,386902564
K02000001,United Kingdom,overview,2021-12-20,11453121,51537827,247.2,390640143,385328649
K02000001,United Kingdom,overview,2021-12-19,11361387,51498034,232.0,389037378,383729036
K02000001,United Kingdom,overview,2021-12-18,11279428,51464883,222.4,387483337,382175489
K02000001,United Kingdom,overview,2021-12-17,11190354,51426554,213.2,386029961,380722690
K02000001,United Kingdom,overview,2021-12-16,11097851,51393664,202.9,384381445,379075582
K02000001,United Kingdom,overview,2021-12-15,11010286,51360987,191.7,382659706,377355424
K02000001,United Kingdom,overview,2021-12-14,10932545,51332920,180.3,380945652,375646047
K02000001,United Kingdom,overview,2021-12-13,10873468,51298838,170.7,379531607,374256449
K02000001,United Kingdom,overview,2021-12-12,10819515,51279167,164.2,378091303,372824177
K02000001,United Kingdom,overview,2021-12-11,10771444,51255850,161.2,376834925,371568237
K02000001,United Kingdom,overview,2021-12-10,10719165,51229559,158.8,375791269,370525124
K02000001,United Kingdom,overview,2021-12-09,10660981,51207496,156.3,374535525,369275494
K02000001,United Kingdom,overview,2021-12-08,10610958,51183457,153.7,373117102,367861438
K02000001,United Kingdom,overview,2021-12-07,10560341,51161757,151.3,371768638,366515890
K02000001,United Kingdom,overview,2021-12-06,10515239,51138245,149.2,370607005,365388255
K02000001,United Kingdom,overview,2021-12-05,10464389,51118266,147.3,369385026,364167425
K02000001,United Kingdom,overview,2021-12-04,10421104,51096311,146.3,368213727,362997940
K02000001,United Kingdom,overview,2021-12-03,10379647,51069397,145.3,367282001,362068867
K02000001,United Kingdom,overview,2021-12-02,10329074,51046133,144.3,366164439,360954849
K02000001,United Kingdom,overview,2021-12-01,10276007,51020285,143.2,364928232,359722125
K02000001,United Kingdom,overview,2021-11-30,10228772,50994257,142.0,363694272,358493063
K02000001,United Kingdom,overview,2021-11-29,10189059,50963718,140.8,362580755,357428163
K02000001,United Kingdom,overview,2021-11-28,10146915,50941327,139.5,361457828,356311334
K02000001,United Kingdom,overview,2021-11-27,10110408,50919834,138.7,360407219,355261105
K02000001,United Kingdom,overview,2021-11-26,10070841,50896026,138.1,359656486,354510790
K02000001,United Kingdom,overview,2021-11-25,10021497,50875712,137.3,358723895,353581090
K02000001,United Kingdom,overview,2021-11-24,9974843,50852133,136.4,357580328,352440949
K02000001,United Kingdom,overview,2021-11-23,9932408,50827554,135.4,356457390,351321833
K02000001,United Kingdom,overview,2021-11-22,9889926,50800732,134.4,355420826,350329785
K02000001,United Kingdom,overview,2021-11-21,9845492,50777474,133.4,354340119,349251129
K02000001,United Kingdom,overview,2021-11-20,9806034,50761050,132.8,353231300,348142753
K02000001,United Kingdom,overview,2021-11-19,9766153,50735037,132.1,352490226,347406053
K02000001,United Kingdom,overview,2021-11-18,9721916,50707953,131.4,351575322,346494772
K02000001,United Kingdom,overview,2021-11-17,9675058,50679073,130.5,350515525,345437503
K02000001,United Kingdom,overview,2021-11-16,9637190,50645981,129.6,349378665,344304598
K02000001,United Kingdom,overview,2021-11-15,9600369,50614550,128.6,348501219,343443637
K02000001,United Kingdom,overview,2021-11-14,9561099,50582504,127.6,347481461,342426198
K02000001,United Kingdom,overview,2021-11-13,9524971,50559566,127.0,346532250,341477382
K02000001,United Kingdom,overview,2021-11-12,9487302,50526039,126.4,345843488,340788998
K02000001,United Kingdom,overview,2021-11-11,9448402,50491701,125.7,344962457,339910948
K02000001,United Kingdom,overview,2021-11-10,9406001,50455318,124.8,343885877,338838230
K02000001,United Kingdom,overview,2021-11-09,9366676,50336130,124.0,342824821,337781037
K02000001,United Kingdom,overview,2021-11-08,9333891,50296294,123.1,341919719,336878496
K02000001,United Kingdom,overview,2021-11-07,9301909,50262735,122.2,340888587,335848920
K02000001,United Kingdom,overview,2021-11-06,9272066,50236895,121.6,339974021,334934728
K02000001,United Kingdom,overview,2021-11-05,9241916,50200147,121.1,339301013,334262157
K02000001,United Kingdom,overview,2021-11-04,9208219,50156656,120.5,338422402,333387020
K02000001,United Kingdom,overview,2021-11-03,9171660,50112925,119.8,337398375,332369950
K02000001,United Kingdom,overview,2021-11-02,9130857,50071683,119.1,336339180,331313584
K02000001,United Kingdom,overview,2021-11-01,9097311,50025020,118.4,335418343,330395729
K02000001,United Kingdom,overview,2021-10-31,9057629,49987325,117.5,334393091,329373127
K02000001,United Kingdom,overview,2021-10-30,9019962,49959923,116.8,333402220,328382728
K02000001,United Kingdom,overview,2021-10-29,8979236,49923871,116.3,332696026,327677037
K02000001,United Kingdom,overview,2021-10-28,8936155,49882904,115.6,331814730,326797974
K02000001,United Kingdom,overview,2021-10-27,8897149,49838202,114.8,330853986,325840111
K02000001,United Kingdom,overview,2021-10-26,8853227,49794120,114.0,329898346,324886748
K02000001,United Kingdom,overview,2021-10-25,8809774,49753037,113.3,329034171,324025418
K02000001,United Kingdom,overview,2021-10-24,8773674,49715228,112.4,328088300,323081925
K02000001,United Kingdom,overview,2021-10-23,8734934,49689481,111.8,327267380,322261299
K02000001,United Kingdom,overview,2021-10-22,8689949,49649389,111.3,326533033,321527398
K02000001,United Kingdom,overview,2021-10-21,8641221,49603139,110.5,325567671,320565882
K02000001,United Kingdom,overview,2021-10-20,8589737,49554407,109.7,324443749,319444189
K02000001,United Kingdom,overview,2021-10-19,8541192,49505327,108.9,323287166,318291416
K02000001,United Kingdom,overview,2021-10-18,8497868,49462425,108.0,322264759,317346255
K02000001,United Kingdom,overview,2021-10-17,8449165,49422753,106.9,321217930,316300455
K02000001,United Kingdom,overview,2021-10-16,8404469,49404916,106.3,320199413,315282455
K02000001,United Kingdom,overview,2021-10-15,8361651,49375917,105.7,319444965,314528425
K02000001,United Kingdom,overview,2021-10-14,8317439,49335154,105.0,318478424,313565019
K02000001,United Kingdom,overview,2021-10-13,8272883,49291665,104.2,317374640,312464505
K02000001,United Kingdom,overview,2021-10-12,8231437,49252939,103.4,316272145,311366001
K02000001,United Kingdom,overview,2021-10-11,8193769,49216092,102.5,315326613,310423078
K02000001,United Kingdom,overview,2021-10-10,8154306,49186920,101.7,314266853,309364795
K02000001,United Kingdom,overview,2021-10-09,8120713,49164814,101.1,313265578,308363743
K02000001,United Kingdom,overview,2021-10-08,8087005,49133419,100.6,312536286,307635004
K02000001,United Kingdom,overview,2021-10-07,8046390,49101734,99.9,311560229,306661886
K02000001,United Kingdom,overview,2021-10-06,8006660,49068705,99.3,310482886,305587735
K02000001,United Kingdom,overview,2021-10-05,7967985,49035877,98.6,309352710,304460986
K02000001,United Kingdom,overview,2021-10-04,7934936,48994530,97.9,308431072,303541545
K02000001,United Kingdom,overview,2021-10-03,7900680,48956859,97.2,307368387,302481057
K02000001,United Kingdom,overview,2021-10-02,7871014,48932736,96.7,306310862,301423993
K02000001,United Kingdom,overview,2021-10-01,7841625,48901670,96.3,305596880,300710541
K02000001,United Kingdom,overview,2021-09-30,7807036,48863490,95.9,304663842,299779343
K02000001,United Kingdom,overview,2021-09-29,7771294,48829118,95.3,303496074,298614617
K02000001,United Kingdom,overview,2021-09-28,7736235,48797579,94.7,302328714,297451237
K02000001,United Kingdom,overview,2021-09-27,7701715,48765726,94.1,301359564,296516865
K02000001,United Kingdom,overview,2021-09-26,7664230,48740807,93.3,300230149,295388426
K02000001,United Kingdom,overview,2021-09-25,7632353,48724823,92.7,299069112,294227597
K02000001,United Kingdom,overview,2021-09-24,7601487,48700527,92.3,298257276,293415922
K02000001,United Kingdom,overview,2021-09-23,7565867,48672910,91.7,297283009,292444021
K02000001,United Kingdom,overview,2021-09-22,7530103,48647827,90.9,295999884,291164011
K02000001,United Kingdom,overview,2021-09-21,7496543,48625148,90.3,294993358,290160217
K02000001,United Kingdom,overview,2021-09-20,7465448,48604764,89.6,293980326,289178600
K02000001,United Kingdom,overview,2021-09-19,7429746,48584614,88.8,292802760,288002034
